Transaction Id,Customer Id,Customer Age,Gender,Annual Income,Region,Product Category,Purchase Quantity,Unit Price,Discount Applied,Transaction Date,Payment Method
TXN-200643,CUST-5086,77.0,Female,81175.54,East Zone,Beauty & Health,6,510.72,0.0,2025-01-01 18:43,Digital Wallet
TXN-200644,CUST-5697,22.0,Female,51571.87,West Zone,Apparel & Fashion,1,528.36,0.25,2025-01-01 18:44,Credit Card
TXN-200645,CUST-5285,61.0,Male,69682.54,North Zone,Home Electronics,5,33.88,0.0,2025-01-01 18:45,Digital Wallet
TXN-200646,CUST-5974,44.0,Male,40332.5,West Zone,Apparel & Fashion,1,340.71,0.1,2025-01-01 18:46,Digital Wallet
TXN-200647,CUST-5220,49.0,Male,104067.91,West Zone,Books & Media,1,498.82,0.0,2025-01-01 18:47,Credit Card
TXN-200648,CUST-5069,38.0,Male,57567.54,North Zone,Home Electronics,2,628.67,0.1,2025-01-01 18:48,Digital Wallet
TXN-200649,CUST-5047,25.0,Female,62162.12,East Zone,Beauty & Health,6,272.49,0.25,2025-01-01 18:49,Credit Card
TXN-200650,CUST-5094,55.0,Female,92612.96,East Zone,Beauty & Health,5,414.16,0.0,2025-01-01 18:50,UPI Payment
TXN-200651,CUST-5750,25.0,Male,51146.55,West Zone,Beauty & Health,1,692.97,0.05,2025-01-01 18:51,Digital Wallet
TXN-200652,CUST-5958,67.0,Male,92846.57,South Zone,Electronics,3,811.06,0.05,2025-01-01 18:52,NetBanking
TXN-200653,CUST-5453,20.0,Female,54387.78,West Zone,Home Electronics,4,200.0,0.25,2025-01-01 18:53,Digital Wallet
TXN-200654,CUST-5204,71.0,Female,,South Zone,Home Electronics,7,219.19,0.0,2025-01-01 18:54,Credit Card
TXN-200655,CUST-5912,61.0,Male,51405.39,West Zone,Electronics,5,799.18,0.05,2025-01-01 18:55,Credit Card
TXN-200656,CUST-5218,,Female,36913.33,East Zone,Home Electronics,2,339.85,0.0,2025-01-01 18:56,NetBanking
TXN-200657,CUST-5474,75.0,Other,69670.0,West Zone,Electronics,5,612.15,0.0,2025-01-01 18:57,NetBanking
TXN-200658,CUST-5432,,Male,73838.21,West Zone,Apparel & Fashion,6,522.56,0.0,2025-01-01 18:58,Credit Card
TXN-200659,CUST-5341,39.0,Male,37656.11,South Zone,Books & Media,2,246.68,0.05,2025-01-01 18:59,UPI Payment
TXN-200660,CUST-5551,23.0,Female,56319.42,East Zone,Beauty & Health,4,557.43,0.1,2025-01-01 19:00,UPI Payment
TXN-200661,CUST-5612,19.0,Female,84214.04,South Zone,Electronics,3,559.13,0.0,2025-01-01 19:01,Credit Card
TXN-200662,CUST-5289,40.0,Female,73102.2,West Zone,Electronics,1,505.82,0.05,2025-01-01 19:02,UPI Payment
TXN-200663,CUST-5254,61.0,Male,54688.52,North Zone,Electronics,5,89.66,0.05,2025-01-01 19:03,NetBanking
TXN-200664,CUST-5734,19.0,Male,50945.77,West Zone,Apparel & Fashion,2,845.92,0.0,2025-01-01 19:04,UPI Payment
TXN-200665,CUST-5357,55.0,Female,98042.52,West Zone,Electronics,4,343.65,0.25,2025-01-01 19:05,NetBanking
TXN-200666,CUST-5023,34.0,Female,35231.76,South Zone,Books & Media,1,544.5,0.0,2025-01-01 19:06,Digital Wallet
TXN-200667,CUST-5762,52.0,Male,60904.83,North Zone,Books & Media,7,753.53,0.0,2025-01-01 19:07,NetBanking
TXN-200668,CUST-5522,51.0,Female,34903.11,North Zone,Beauty & Health,4,362.97,0.0,2025-01-01 19:08,Digital Wallet
TXN-200669,CUST-5758,40.0,Female,86324.07,South Zone,Apparel & Fashion,3,659.08,0.1,2025-01-01 19:09,NetBanking
TXN-200670,CUST-5837,47.0,Female,61868.21,East Zone,Books & Media,1,826.21,0.25,2025-01-01 19:10,NetBanking
TXN-200671,CUST-5100,69.0,Female,65296.22,North Zone,Home Electronics,1,308.62,0.0,2025-01-01 19:11,UPI Payment
TXN-200672,CUST-5802,25.0,Female,113224.51,North Zone,Home Electronics,7,347.75,0.0,2025-01-01 19:12,NetBanking
TXN-200673,CUST-5180,39.0,Male,51020.76,South Zone,Home Electronics,1,770.26,0.0,2025-01-01 19:13,Credit Card
TXN-200674,CUST-5223,61.0,Female,94348.65,East Zone,Electronics,2,140.32,0.05,2025-01-01 19:14,Digital Wallet
TXN-200675,CUST-5906,75.0,Male,54771.46,East Zone,Electronics,1,29.65,0.05,2025-01-01 19:15,Digital Wallet
TXN-200676,CUST-5762,53.0,Female,57680.02,West Zone,Home Electronics,4,773.06,0.25,2025-01-01 19:16,NetBanking
TXN-200677,CUST-5659,22.0,Male,110806.24,West Zone,Beauty & Health,2,699.33,0.1,2025-01-01 19:17,Credit Card
TXN-200678,CUST-5442,30.0,Female,59019.83,South Zone,Beauty & Health,1,826.85,0.1,2025-01-01 19:18,NetBanking
TXN-200679,CUST-5608,46.0,Male,36574.13,East Zone,Electronics,4,54.68,0.0,2025-01-01 19:19,NetBanking
TXN-200680,CUST-5769,48.0,Male,67215.5,South Zone,Home Electronics,4,137.39,0.0,2025-01-01 19:20,UPI Payment
TXN-200681,CUST-5325,64.0,Male,58804.37,West Zone,Beauty & Health,5,94.44,0.05,2025-01-01 19:21,NetBanking
TXN-200682,CUST-5516,74.0,Male,68791.27,South Zone,Electronics,4,582.64,0.0,2025-01-01 19:22,NetBanking
TXN-200683,CUST-5016,72.0,Female,59528.44,South Zone,Home Electronics,7,517.28,0.0,2025-01-01 19:23,UPI Payment
TXN-200684,CUST-5792,33.0,Female,102987.58,North Zone,Apparel & Fashion,6,308.96,0.0,2025-01-01 19:24,UPI Payment
TXN-200685,CUST-5336,59.0,Female,72299.61,North Zone,Home Electronics,3,53.99,0.0,2025-01-01 19:25,Credit Card
TXN-200686,CUST-5759,79.0,Male,42113.15,North Zone,Home Electronics,1,545.69,0.05,2025-01-01 19:26,UPI Payment
TXN-200687,CUST-5258,47.0,Male,64304.12,West Zone,Books & Media,7,486.97,0.05,2025-01-01 19:27,Digital Wallet
TXN-200688,CUST-5497,74.0,Male,47206.85,South Zone,Books & Media,1,100.85,0.0,2025-01-01 19:28,Digital Wallet
TXN-200689,CUST-5988,72.0,Male,57417.29,North Zone,Apparel & Fashion,1,773.07,0.05,2025-01-01 19:29,Credit Card
TXN-200690,CUST-5896,33.0,Female,45156.85,North Zone,Apparel & Fashion,4,173.51,0.0,2025-01-01 19:30,NetBanking
TXN-200691,CUST-5160,29.0,Male,100981.69,North Zone,Home Electronics,4,633.39,0.05,2025-01-01 19:31,Credit Card
TXN-200692,CUST-5475,34.0,Male,49209.38,West Zone,Beauty & Health,1,752.95,0.0,2025-01-01 19:32,UPI Payment
TXN-200693,CUST-5852,33.0,Male,74719.94,West Zone,Apparel & Fashion,6,494.87,0.1,2025-01-01 19:33,NetBanking
TXN-200694,CUST-5664,29.0,Male,56015.63,South Zone,Home Electronics,2,213.96,0.1,2025-01-01 19:34,Credit Card
TXN-200695,CUST-5908,25.0,Female,40569.36,South Zone,Electronics,2,266.66,0.05,2025-01-01 19:35,Credit Card
TXN-200696,CUST-5690,37.0,Female,65656.51,South Zone,Books & Media,3,753.51,0.05,2025-01-01 19:36,Digital Wallet
TXN-200697,CUST-5675,20.0,Male,69412.8,North Zone,Beauty & Health,5,257.38,0.05,2025-01-01 19:37,Credit Card
TXN-200698,CUST-5380,33.0,Male,72334.59,East Zone,Home Electronics,7,635.66,0.0,2025-01-01 19:38,NetBanking
TXN-200699,CUST-5545,47.0,Male,13488.95,West Zone,Electronics,3,841.69,0.05,2025-01-01 19:39,Credit Card
TXN-200700,CUST-5929,62.0,Male,39155.35,North Zone,Books & Media,1,849.85,0.0,2025-01-01 19:40,Credit Card
TXN-200701,CUST-5957,40.0,Male,79714.76,North Zone,Electronics,7,456.02,0.0,2025-01-01 19:41,UPI Payment
TXN-200702,CUST-5691,45.0,Other,44913.27,South Zone,Home Electronics,1,703.53,0.0,2025-01-01 19:42,Credit Card
TXN-200703,CUST-5427,68.0,Female,65754.46,South Zone,Apparel & Fashion,1,841.77,0.25,2025-01-01 19:43,NetBanking
TXN-200704,CUST-5613,57.0,Female,38726.54,North Zone,Books & Media,5,321.91,0.0,2025-01-01 19:44,Digital Wallet
TXN-200705,CUST-5268,71.0,Male,75534.62,West Zone,Electronics,4,218.66,0.0,2025-01-01 19:45,Digital Wallet
TXN-200706,CUST-5835,22.0,Male,79228.49,West Zone,Apparel & Fashion,5,101.97,0.25,2025-01-01 19:46,Digital Wallet
TXN-200707,CUST-5577,37.0,Female,75540.33,North Zone,Beauty & Health,3,124.49,0.1,2025-01-01 19:47,Digital Wallet
TXN-200708,CUST-5417,57.0,Female,81102.3,East Zone,Home Electronics,4,726.33,0.0,2025-01-01 19:48,UPI Payment
TXN-200709,CUST-5168,73.0,Female,90932.15,East Zone,Home Electronics,4,502.68,0.25,2025-01-01 19:49,NetBanking
TXN-200710,CUST-5842,61.0,Male,40279.63,West Zone,Books & Media,3,743.35,0.0,2025-01-01 19:50,UPI Payment
TXN-200711,CUST-5043,,Female,47409.57,South Zone,Electronics,4,672.19,0.05,2025-01-01 19:51,Digital Wallet
TXN-200712,CUST-5556,74.0,Male,78604.56,East Zone,Beauty & Health,7,574.48,0.05,2025-01-01 19:52,UPI Payment
TXN-200713,CUST-5285,47.0,Female,82909.07,East Zone,Books & Media,2,520.06,0.0,2025-01-01 19:53,Credit Card
TXN-200714,CUST-5397,38.0,Female,49524.66,South Zone,Books & Media,3,46.32,0.05,2025-01-01 19:54,NetBanking
TXN-200715,CUST-5012,37.0,Female,48238.11,East Zone,Electronics,3,742.14,0.0,2025-01-01 19:55,Credit Card
TXN-200716,CUST-5607,23.0,Male,49934.05,North Zone,Beauty & Health,2,358.37,0.0,2025-01-01 19:56,UPI Payment
TXN-200717,CUST-5302,39.0,Female,32305.74,East Zone,Electronics,5,478.24,0.05,2025-01-01 19:57,Credit Card
TXN-200718,CUST-5898,35.0,Male,38478.89,South Zone,Home Electronics,5,24.04,0.0,2025-01-01 19:58,UPI Payment
TXN-200719,CUST-5253,25.0,Male,38925.09,North Zone,Apparel & Fashion,5,796.01,0.25,2025-01-01 19:59,UPI Payment
TXN-200720,CUST-5499,56.0,Male,56559.18,East Zone,Home Electronics,4,767.86,0.0,2025-01-01 20:00,NetBanking
TXN-200721,CUST-5754,49.0,Female,67010.48,West Zone,Home Electronics,2,464.3,0.0,2025-01-01 20:01,NetBanking
TXN-200722,CUST-5035,50.0,Male,70019.25,North Zone,Books & Media,7,493.04,0.05,2025-01-01 20:02,NetBanking
TXN-200723,CUST-5727,70.0,Male,52591.6,North Zone,Home Electronics,3,600.89,0.0,2025-01-01 20:03,Digital Wallet
TXN-200724,CUST-5849,33.0,Female,53046.24,West Zone,Beauty & Health,3,229.03,0.0,2025-01-01 20:04,NetBanking
TXN-200725,CUST-5090,29.0,Male,64287.74,West Zone,Home Electronics,3,192.91,0.0,2025-01-01 20:05,Credit Card
TXN-200726,CUST-5776,55.0,Female,34323.73,East Zone,Beauty & Health,4,574.71,0.25,2025-01-01 20:06,NetBanking
TXN-200727,CUST-5605,69.0,Male,79749.65,East Zone,Electronics,4,93.68,0.0,2025-01-01 20:07,NetBanking
TXN-200728,CUST-5922,51.0,Male,85779.63,South Zone,Books & Media,6,388.96,0.0,2025-01-01 20:08,NetBanking
TXN-200729,CUST-5970,78.0,Female,50426.76,South Zone,Beauty & Health,7,421.64,0.0,2025-01-01 20:09,UPI Payment
TXN-200730,CUST-5602,31.0,Male,54628.93,North Zone,Home Electronics,5,327.54,0.0,2025-01-01 20:10,UPI Payment
TXN-200731,CUST-5418,53.0,Female,85001.28,West Zone,Books & Media,6,161.96,0.0,2025-01-01 20:11,NetBanking
TXN-200732,CUST-5115,50.0,Female,59723.55,West Zone,Books & Media,6,305.56,0.1,2025-01-01 20:12,UPI Payment
TXN-200733,CUST-5617,40.0,Female,72882.54,South Zone,Beauty & Health,4,290.57,0.25,2025-01-01 20:13,UPI Payment
TXN-200734,CUST-5903,67.0,Female,60292.35,North Zone,Beauty & Health,5,427.13,0.0,2025-01-01 20:14,Digital Wallet
TXN-200735,CUST-5196,62.0,Male,90791.69,North Zone,Apparel & Fashion,5,575.27,0.0,2025-01-01 20:15,Credit Card
TXN-200736,CUST-5826,19.0,Male,71066.47,South Zone,Apparel & Fashion,3,823.17,0.25,2025-01-01 20:16,UPI Payment
TXN-200737,CUST-5501,58.0,Female,72131.63,South Zone,Books & Media,4,127.25,0.0,2025-01-01 20:17,Credit Card
TXN-200738,CUST-5626,38.0,Female,72476.67,South Zone,Apparel & Fashion,5,742.76,0.0,2025-01-01 20:18,UPI Payment
TXN-200739,CUST-5493,19.0,Female,51730.4,East Zone,Home Electronics,6,245.49,0.25,2025-01-01 20:19,NetBanking
TXN-200740,CUST-5075,44.0,Female,53430.08,North Zone,Electronics,2,504.91,0.05,2025-01-01 20:20,UPI Payment
TXN-200741,CUST-5413,74.0,Female,76231.04,North Zone,Books & Media,2,467.22,0.0,2025-01-01 20:21,UPI Payment
TXN-200742,CUST-5376,26.0,Female,64338.64,North Zone,Electronics,4,475.84,0.0,2025-01-01 20:22,Credit Card
TXN-200743,CUST-5420,18.0,Male,40214.2,South Zone,Apparel & Fashion,3,616.38,0.0,2025-01-01 20:23,NetBanking
TXN-200744,CUST-5729,28.0,Female,96652.43,South Zone,Beauty & Health,3,327.84,0.0,2025-01-01 20:24,Digital Wallet
TXN-200745,CUST-5277,20.0,Male,80094.33,South Zone,Books & Media,5,274.98,0.1,2025-01-01 20:25,Credit Card
TXN-200746,CUST-5761,69.0,Male,62696.09,South Zone,Apparel & Fashion,7,725.72,0.05,2025-01-01 20:26,NetBanking
TXN-200747,CUST-5676,79.0,Female,56940.23,West Zone,Home Electronics,4,191.37,0.05,2025-01-01 20:27,NetBanking
TXN-200748,CUST-5394,40.0,Female,65675.5,South Zone,Books & Media,7,157.72,0.0,2025-01-01 20:28,Credit Card
TXN-200749,CUST-5869,43.0,Female,71574.12,East Zone,Books & Media,2,18.68,0.0,2025-01-01 20:29,UPI Payment
TXN-200750,CUST-5457,21.0,Male,24389.49,West Zone,Beauty & Health,6,183.33,0.0,2025-01-01 20:30,NetBanking
TXN-200751,CUST-5920,35.0,Male,101078.47,West Zone,Books & Media,5,443.4,0.1,2025-01-01 20:31,Digital Wallet
TXN-200752,CUST-5192,72.0,Female,47387.14,South Zone,Beauty & Health,6,460.27,0.05,2025-01-01 20:32,UPI Payment
TXN-200753,CUST-5739,23.0,Female,61964.75,North Zone,Apparel & Fashion,7,220.36,0.0,2025-01-01 20:33,Credit Card
TXN-200754,CUST-5689,52.0,Male,62645.04,South Zone,Home Electronics,5,66.54,0.0,2025-01-01 20:34,Credit Card
TXN-200755,CUST-5099,39.0,Male,98941.73,North Zone,Home Electronics,1,634.35,0.1,2025-01-01 20:35,Credit Card
TXN-200756,CUST-5548,60.0,Female,60369.71,South Zone,Books & Media,6,645.61,0.0,2025-01-01 20:36,Credit Card
TXN-200757,CUST-5978,32.0,Male,91387.38,South Zone,Books & Media,4,848.17,0.0,2025-01-01 20:37,Digital Wallet
TXN-200758,CUST-5096,39.0,Female,69524.46,North Zone,Apparel & Fashion,6,765.57,0.0,2025-01-01 20:38,Digital Wallet
TXN-200759,CUST-5664,77.0,Other,44205.13,North Zone,Beauty & Health,6,787.56,0.0,2025-01-01 20:39,NetBanking
TXN-200760,CUST-5663,54.0,Male,64492.09,North Zone,Home Electronics,5,679.58,0.1,2025-01-01 20:40,Digital Wallet
TXN-200761,CUST-5190,69.0,Female,59807.59,North Zone,Beauty & Health,2,525.29,0.05,2025-01-01 20:41,Credit Card
TXN-200762,CUST-5736,59.0,Male,41944.7,East Zone,Apparel & Fashion,7,114.06,0.05,2025-01-01 20:42,Digital Wallet
TXN-200763,CUST-5037,29.0,Male,68617.87,North Zone,Home Electronics,1,531.04,0.1,2025-01-01 20:43,UPI Payment
TXN-200764,CUST-5780,64.0,Female,62408.9,South Zone,Home Electronics,6,52.75,0.25,2025-01-01 20:44,UPI Payment
TXN-200765,CUST-5369,66.0,Male,72293.8,South Zone,Electronics,7,753.14,0.0,2025-01-01 20:45,NetBanking
TXN-200766,CUST-5695,59.0,Other,65577.03,East Zone,Apparel & Fashion,7,412.4,0.0,2025-01-01 20:46,Credit Card
TXN-200767,CUST-5525,55.0,Female,49954.6,North Zone,Apparel & Fashion,2,594.52,0.0,2025-01-01 20:47,Digital Wallet
TXN-200768,CUST-5279,35.0,Male,76214.18,South Zone,Electronics,3,49.62,0.0,2025-01-01 20:48,NetBanking
TXN-200769,CUST-5217,62.0,Male,50448.63,East Zone,Beauty & Health,1,456.67,0.1,2025-01-01 20:49,NetBanking
TXN-200770,CUST-5867,52.0,Male,4656.1,South Zone,Electronics,1,259.92,0.1,2025-01-01 20:50,Digital Wallet
TXN-200771,CUST-5873,47.0,Male,64380.08,East Zone,Apparel & Fashion,7,246.16,0.05,2025-01-01 20:51,NetBanking
TXN-200772,CUST-5798,41.0,Male,51749.64,East Zone,Beauty & Health,5,334.56,0.0,2025-01-01 20:52,Credit Card
TXN-200773,CUST-5273,59.0,Male,69069.41,West Zone,Home Electronics,6,6.04,0.0,2025-01-01 20:53,Digital Wallet
TXN-200774,CUST-5881,47.0,Female,98979.13,West Zone,Electronics,3,399.6,0.0,2025-01-01 20:54,UPI Payment
TXN-200775,CUST-5062,31.0,Female,99513.18,North Zone,Beauty & Health,5,416.41,0.1,2025-01-01 20:55,UPI Payment
TXN-200776,CUST-5596,23.0,Female,58945.23,West Zone,Beauty & Health,4,734.41,0.0,2025-01-01 20:56,Digital Wallet
TXN-200777,CUST-5880,20.0,Female,46709.47,East Zone,Beauty & Health,2,384.28,0.0,2025-01-01 20:57,NetBanking
TXN-200778,CUST-5729,33.0,Male,72816.64,South Zone,Electronics,2,312.52,0.0,2025-01-01 20:58,NetBanking
TXN-200779,CUST-5342,24.0,Male,55150.83,South Zone,Home Electronics,5,845.56,0.25,2025-01-01 20:59,UPI Payment
TXN-200780,CUST-5397,69.0,Female,69247.87,North Zone,Beauty & Health,7,487.89,0.05,2025-01-01 21:00,UPI Payment
TXN-200781,CUST-5699,31.0,Female,49774.08,West Zone,Electronics,2,404.62,0.25,2025-01-01 21:01,Credit Card
TXN-200782,CUST-5019,26.0,Male,66637.81,North Zone,Apparel & Fashion,6,424.32,0.1,2025-01-01 21:02,NetBanking
TXN-200783,CUST-5177,32.0,Female,46978.48,East Zone,Electronics,2,688.85,0.0,2025-01-01 21:03,Credit Card
TXN-200784,CUST-5612,38.0,Female,83908.69,West Zone,Electronics,6,293.2,0.0,2025-01-01 21:04,UPI Payment
TXN-200785,CUST-5396,52.0,Female,51085.41,North Zone,Electronics,4,334.15,0.0,2025-01-01 21:05,UPI Payment
TXN-200786,CUST-5445,19.0,Male,74230.4,South Zone,Beauty & Health,3,643.84,0.05,2025-01-01 21:06,UPI Payment
TXN-200787,CUST-5233,44.0,Female,38601.81,South Zone,Electronics,1,67.13,0.1,2025-01-01 21:07,UPI Payment
TXN-200788,CUST-5915,19.0,Female,76451.72,North Zone,Apparel & Fashion,5,736.14,0.0,2025-01-01 21:08,Credit Card
TXN-200789,CUST-5076,52.0,Female,44121.89,North Zone,Beauty & Health,5,368.81,0.0,2025-01-01 21:09,UPI Payment
TXN-200790,CUST-5265,35.0,Female,66831.77,North Zone,Apparel & Fashion,6,496.4,0.05,2025-01-01 21:10,Digital Wallet
TXN-200791,CUST-5455,31.0,Female,80929.22,East Zone,Books & Media,4,645.19,0.0,2025-01-01 21:11,NetBanking
TXN-200792,CUST-5796,37.0,Female,58300.32,East Zone,Electronics,4,230.18,0.05,2025-01-01 21:12,UPI Payment
TXN-200793,CUST-5718,35.0,Male,42960.41,South Zone,Beauty & Health,7,757.37,0.0,2025-01-01 21:13,NetBanking
TXN-200794,CUST-5735,81.0,Female,71191.03,East Zone,Beauty & Health,1,832.46,0.0,2025-01-01 21:14,UPI Payment
TXN-200795,CUST-5384,27.0,Female,46441.84,East Zone,Electronics,3,422.91,0.0,2025-01-01 21:15,Credit Card
TXN-200796,CUST-5564,42.0,Female,54521.46,West Zone,Home Electronics,5,796.74,0.05,2025-01-01 21:16,NetBanking
TXN-200797,CUST-5851,19.0,Male,66911.06,East Zone,Home Electronics,6,6.45,0.0,2025-01-01 21:17,Credit Card
TXN-200798,CUST-5506,42.0,Male,87172.51,West Zone,Apparel & Fashion,4,760.68,0.0,2025-01-01 21:18,UPI Payment
TXN-200799,CUST-5367,78.0,Female,62491.24,East Zone,Electronics,5,268.18,0.1,2025-01-01 21:19,Digital Wallet
TXN-200800,CUST-5144,71.0,Female,62422.86,South Zone,Electronics,6,268.56,0.0,2025-01-01 21:20,Digital Wallet
TXN-200801,CUST-5885,50.0,Female,75643.99,North Zone,Books & Media,2,198.12,0.0,2025-01-01 21:21,Digital Wallet
TXN-200802,CUST-5069,53.0,Female,62931.88,South Zone,Home Electronics,5,273.22,0.05,2025-01-01 21:22,Digital Wallet
TXN-200803,CUST-5099,,Female,73757.31,East Zone,Home Electronics,3,185.79,0.0,2025-01-01 21:23,Digital Wallet
TXN-200804,CUST-5396,31.0,Female,81952.87,North Zone,Electronics,6,770.51,0.0,2025-01-01 21:24,Credit Card
TXN-200805,CUST-5025,18.0,Female,55936.86,North Zone,Apparel & Fashion,3,764.73,0.25,2025-01-01 21:25,Digital Wallet
TXN-200806,CUST-5948,63.0,Female,1412.3,North Zone,Electronics,5,91.82,0.05,2025-01-01 21:26,UPI Payment
TXN-200807,CUST-5891,33.0,Female,46868.35,West Zone,Apparel & Fashion,2,126.14,0.05,2025-01-01 21:27,Credit Card
TXN-200808,CUST-5469,,Male,84360.62,South Zone,Home Electronics,3,733.47,0.05,2025-01-01 21:28,Credit Card
TXN-200809,CUST-5484,63.0,Female,61375.35,West Zone,Books & Media,4,342.4,0.0,2025-01-01 21:29,Digital Wallet
TXN-200810,CUST-5565,78.0,Female,55726.09,North Zone,Beauty & Health,6,148.45,0.0,2025-01-01 21:30,NetBanking
TXN-200811,CUST-5151,69.0,Male,83585.52,South Zone,Home Electronics,5,436.76,0.0,2025-01-01 21:31,UPI Payment
TXN-200812,CUST-5144,20.0,Male,60125.49,South Zone,Apparel & Fashion,2,357.38,0.25,2025-01-01 21:32,Credit Card
TXN-200813,CUST-5569,52.0,Male,23288.14,East Zone,Electronics,4,190.58,0.0,2025-01-01 21:33,UPI Payment
TXN-200814,CUST-5039,58.0,Male,34151.91,West Zone,Home Electronics,5,614.18,0.0,2025-01-01 21:34,NetBanking
TXN-200815,CUST-5109,23.0,Male,69744.99,West Zone,Books & Media,7,538.62,0.25,2025-01-01 21:35,Credit Card
TXN-200816,CUST-5693,42.0,Male,60762.52,East Zone,Apparel & Fashion,2,89.66,0.1,2025-01-01 21:36,UPI Payment
TXN-200817,CUST-5042,30.0,Female,88911.14,West Zone,Electronics,4,786.99,0.25,2025-01-01 21:37,Digital Wallet
TXN-200818,CUST-5186,70.0,Female,48434.53,North Zone,Beauty & Health,3,477.13,0.05,2025-01-01 21:38,Credit Card
TXN-200819,CUST-5935,51.0,Male,56274.24,North Zone,Apparel & Fashion,5,216.8,0.0,2025-01-01 21:39,Credit Card
TXN-200820,CUST-5398,25.0,Male,45636.69,West Zone,Electronics,5,4500.0,0.1,2025-01-01 21:40,Credit Card
TXN-200821,CUST-5223,38.0,Female,52369.01,East Zone,Beauty & Health,3,120.31,0.0,2025-01-01 21:41,Credit Card
TXN-200822,CUST-5634,51.0,Male,26999.78,South Zone,Electronics,7,364.11,0.0,2025-01-01 21:42,Digital Wallet
TXN-200823,CUST-5133,21.0,Female,54864.83,West Zone,Beauty & Health,1,119.96,0.05,2025-01-01 21:43,NetBanking
TXN-200824,CUST-5163,42.0,Female,61040.43,South Zone,Beauty & Health,4,356.66,0.05,2025-01-01 21:44,NetBanking
TXN-200825,CUST-5215,32.0,Female,59477.88,East Zone,Beauty & Health,3,131.14,0.1,2025-01-01 21:45,UPI Payment
TXN-200826,CUST-5733,21.0,Male,101766.74,South Zone,Electronics,5,560.17,0.25,2025-01-01 21:46,Digital Wallet
TXN-200827,CUST-5235,62.0,Female,95919.46,East Zone,Beauty & Health,4,668.64,0.1,2025-01-01 21:47,Digital Wallet
TXN-200828,CUST-5843,77.0,Male,48108.36,East Zone,Apparel & Fashion,7,469.57,0.0,2025-01-01 21:48,UPI Payment
TXN-200829,CUST-5658,29.0,Female,24187.17,North Zone,Books & Media,4,579.81,0.05,2025-01-01 21:49,Digital Wallet
TXN-200830,CUST-5751,49.0,Female,60164.79,North Zone,Books & Media,1,797.96,0.1,2025-01-01 21:50,Digital Wallet
TXN-200831,CUST-5588,81.0,Male,68965.44,East Zone,Beauty & Health,5,544.6,0.25,2025-01-01 21:51,Credit Card
TXN-200832,CUST-5009,49.0,Male,46081.04,West Zone,Books & Media,2,313.03,0.0,2025-01-01 21:52,Credit Card
TXN-200833,CUST-5074,45.0,Male,46996.95,North Zone,Books & Media,1,385.09,0.0,2025-01-01 21:53,Credit Card
TXN-200834,CUST-5954,30.0,Female,91277.27,East Zone,Beauty & Health,1,732.21,0.1,2025-01-01 21:54,Digital Wallet
TXN-200835,CUST-5492,48.0,Male,57235.3,South Zone,Beauty & Health,2,115.89,0.0,2025-01-01 21:55,Digital Wallet
TXN-200836,CUST-5913,31.0,Female,74251.63,South Zone,Apparel & Fashion,2,280.58,0.05,2025-01-01 21:56,NetBanking
TXN-200837,CUST-5253,37.0,Male,44789.34,West Zone,Home Electronics,7,493.01,0.0,2025-01-01 21:57,Credit Card
TXN-200838,CUST-5230,35.0,Female,60946.6,South Zone,Electronics,7,576.71,0.0,2025-01-01 21:58,UPI Payment
TXN-200839,CUST-5519,46.0,Female,55777.74,South Zone,Beauty & Health,1,650.27,0.05,2025-01-01 21:59,Digital Wallet
TXN-200840,CUST-5174,77.0,Female,49505.6,East Zone,Beauty & Health,4,274.23,0.0,2025-01-01 22:00,Credit Card
TXN-200841,CUST-5653,80.0,Female,83373.06,South Zone,Books & Media,3,128.68,0.05,2025-01-01 22:01,NetBanking
TXN-200842,CUST-5168,23.0,Male,36305.78,South Zone,Apparel & Fashion,3,811.86,0.0,2025-01-01 22:02,Credit Card
TXN-200843,CUST-5170,49.0,Male,67551.05,South Zone,Books & Media,1,70.01,0.0,2025-01-01 22:03,NetBanking
TXN-200844,CUST-5393,46.0,Female,55430.25,South Zone,Beauty & Health,4,4500.0,0.0,2025-01-01 22:04,NetBanking
TXN-200845,CUST-5946,60.0,Male,69674.25,East Zone,Beauty & Health,2,423.48,0.05,2025-01-01 22:05,Digital Wallet
TXN-200846,CUST-5795,79.0,Male,55680.83,South Zone,Books & Media,6,697.37,0.0,2025-01-01 22:06,NetBanking
TXN-200847,CUST-5634,19.0,Male,,West Zone,Beauty & Health,1,659.57,0.05,2025-01-01 22:07,NetBanking
TXN-200848,CUST-5194,77.0,Male,44615.5,North Zone,Home Electronics,5,797.39,0.05,2025-01-01 22:08,UPI Payment
TXN-200849,CUST-5517,40.0,Male,83414.73,West Zone,Electronics,4,125.08,0.05,2025-01-01 22:09,NetBanking
TXN-200850,CUST-5029,,Female,61467.15,North Zone,Electronics,5,322.8,0.05,2025-01-01 22:10,UPI Payment
TXN-200851,CUST-5165,48.0,Male,37422.7,West Zone,Electronics,5,243.77,0.0,2025-01-01 22:11,UPI Payment
TXN-200852,CUST-5422,68.0,Female,74583.99,North Zone,Home Electronics,1,732.5,0.0,2025-01-01 22:12,Credit Card
TXN-200853,CUST-5339,22.0,Male,58321.28,North Zone,Beauty & Health,4,417.92,0.05,2025-01-01 22:13,Credit Card
